1970.5,0
1970.8,-0.049159
1971,0.1413
1971.2,-0.4573
1971.5,-0.42745
1971.8,-0.54889
1972,-0.17659
1972.2,-1.0445
1972.5,-0.93791
1972.8,-1.6119
1973,-1.7019
1973.2,-2.4337
1973.5,-2.439
1973.8,-2.1582
1974,-1.3265
1974.2,-2.052
1974.5,-1.8041
1974.8,-1.3608
1975,0.28199
1975.2,0.6088
1975.5,0.88681
1975.8,0.67209
1976,1.2083
1976.2,0.26473
1976.5,-0.15884
1976.8,-0.92425
1977,-1.1653
1977.2,-2.4358
1977.5,-3.0068
1977.8,-3.7687
1978,-3.4097
1978.2,-4.3898
1978.5,-4.4778
1978.8,-4.676
1979,-4.1097
1979.2,-4.566
1979.5,-4.5681
1979.8,-4.2042
1980,-3.4725
1980.2,-2.0781
1980.5,-1.4971
1980.8,-1.4819
1981,-0.67779
1981.2,-1.226
1981.5,-1.2753
1981.8,-0.92074
1982,-0.20618
1982.2,-0.21127
1982.5,0.45102
1982.8,0.86926
1983,1.4059
1983.2,0.73987
1983.5,-0.073323
1983.8,-1.1698
1984,-1.6925
1984.2,-2.9956
1984.5,-3.2872
1984.8,-4.0256
1985,-3.9445
1985.2,-3.9628
1985.5,-3.7564
1985.8,-4.3066
1986,-3.0639
1986.2,-3.0032
1986.5,-2.8205
1986.8,-3.069
1987,-1.6736
1987.2,-1.6582
1987.5,-1.2895
1987.8,-0.97147
1988,-0.57529
1988.2,-0.94917
1988.5,-0.75398
1988.8,-0.90275
1989,-0.38037
1989.2,-0.50157
1989.5,-0.053693
1989.8,-0.059079
1990,0.17341
1990.2,0.40041
1990.5,0.78373
1990.8,1.3431
1991,2.5361
1991.2,2.5664
1991.5,3.3113
1991.8,3.6103
1992,3.6942
1992.2,3.5466
1992.5,3.2351
1992.8,2.68
1993,2.615
1993.2,1.6706
1993.5,0.94177
1993.8,0.24733
1994,-0.16928
1994.2,-0.78079
1994.5,-1.1961
1994.8,-1.8209
1995,-1.7737
1995.2,-2.242
1995.5,-2.265
1995.8,-2.3409
1996,-1.9767
1996.2,-2.1957
1996.5,-2.0776
1996.8,-1.8415
1997,-1.4753
1997.2,-1.6856
1997.5,-1.8304
1997.8,-2.0594
1998,-2.0572
1998.2,-2.6565
1998.5,-2.6156
1998.8,-2.7657
1999,-2.7611
1999.2,-2.6068
1999.5,-2.9478
1999.8,-2.6154
2000,-2.301
2000.2,-2.6137
2000.5,-2.3144
2000.8,-2.1131
2001,-1.3801
2001.2,-1.5423
2001.5,-1.2114
2001.8,-1.0215
2002,-0.45864
2002.2,-0.3244
2002.5,-0.13653
2002.8,-0.42531
2003,-0.0915
2003.2,-0.48374
2003.5,-0.54363
2003.8,-0.71199
2004,-0.62959
2004.2,-1.0718
2004.5,-1.2991
2004.8,-1.9036
2005,-1.6048
2005.2,-2.0926
2005.5,-2.408
2005.8,-2.6574
2006,-2.8887
2006.2,-3.0966
2006.5,-2.7641
2006.8,-2.6859
2007,-2.2474
2007.2,-2.3663
2007.5,-2.3952
2007.8,-2.028
2008,-1.0772
2008.2,-0.061247
2008.5,1.0028
2008.8,2.3062
2009,3.8998
2009.2,4.7972
2009.5,5.6256
2009.8,6.4198
2010,6.5526
2010.2,6.4863
2010.5,5.7722
2010.8,5.4682
2011,4.7776
2011.2,3.9763
2011.5,3.0903
2011.8,2.1275
2012,1.6111
2012.2,0.77604
2012.5,0.23232
2012.8,-0.75866
2013,-0.75022
2013.2,-1.316
2013.5,-1.9536
2013.8,-2.0532
2014,-2.1221
